Account Number,Date,Revenue Amount,Type,Fund,Campaign,Appeal,Primary City,Primary State,Primary ZIP Code
250,11/28/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
9771,11/26/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 Year End Campaign,Hilliard,OH,43026
1334,11/26/24,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
8677,11/25/24,$27.35 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Mount Vernon,OH,43050
726,11/25/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
8225,11/24/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Dublin,OH,43016
2041,11/24/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
268,11/24/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Tavares,FL,32778
9677,11/23/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Sewickley,PA,15143
535,11/22/24,$26.31 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
10800,11/22/24,$423.95 ,Donation,Unrestricted,Sam's Fans 2024,2024 Year End Campaign,,,
9253,11/22/24,"$3,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 Year End Campaign,,,
163,11/20/24,$22.80 ,Recurring Donation Payment,Unrestricted,,,Powell,OH,43065
165,11/18/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Beavercreek,OH,45434
9986,11/18/24,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43220
8090,11/18/24,"$15,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
8231,11/18/24,$20.76 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-4014
2139,11/17/24,$78.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Galena,OH,43021
1566,11/15/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Darien,CT,06820-3204
10382,11/15/24,$21.11 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Columbus,OH,43214
9739,11/15/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Dublin,OH,43017
9068,11/15/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,columbus,OH,43235
383,11/15/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,Bremerton,WA,98312
752,11/14/24,$102.56 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214
8831,11/14/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43221
8575,11/12/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Sammamish,WA,98074
1231,11/12/24,$20.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Edgewater,FL,32132-6942
323,11/11/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Powell,OH,43065
9765,11/11/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Galena,OH,43021
1351,11/11/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
593,11/11/24,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43235
32,11/11/24,$100.00 ,Recurring Donation Payment,Unrestricted,,,St. James City,FL,33956
193,11/11/24,$30.00 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43214-1721
9738,11/10/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43214
1117,11/10/24,$25.00 ,Recurring Donation Payment,Unrestricted,,,Pleasant Hill,CA,94523-2624
866,11/8/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Uniontown,OH,44685
1578,11/6/24,$15.91 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Fairmont,WV,26554
61,11/5/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,West Jefferson,OH,43162-9658
552,11/4/24,"$3,000.00 ",Donation,Unrestricted,Sam's Fans 2024,,Upper Arlington,OH,43220
9247,11/4/24,$336.00 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43201
8860,11/4/24,$25.00 ,Donation,Unrestricted,Sam's Fans 2024,,Westerville,OH,43082
2543,11/3/24,$10.53 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235-6114
9736,11/1/24,$73.10 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,Donation Form Ask,Columbus,OH,43220
2544,11/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
5,11/1/24,$51.43 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
91,11/1/24,$5.00 ,Recurring Donation Payment,Unrestricted,,,Goodyear,AZ,85395
2264,11/1/24,$15.64 ,Recurring Donation Payment,Unrestricted,,,Uniontown,OH,44685-7583
8001,11/1/24,$20.00 ,Recurring Donation Payment,Unrestricted,,,Oak Island,NC,28461
8418,10/31/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,North Olmsted,OH,44070
9185,10/31/24,$672.71 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43215
1533,10/31/24,$75.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10443,10/30/24,$50.00 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,DUBLIN,OH,43016
9735,10/30/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43235
8635,10/30/24,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
250,10/30/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
9109,10/30/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Powell,OH,43065
2021,10/29/24,"$1,030.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Plain City,OH,43064-9455
257,10/29/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221-3620
10777,10/29/24,"$4,300.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grove City,OH,43123
726,10/29/24,$24.23 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43220
53,10/28/24,$400.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10757,10/28/24,"$1,050.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
250,10/28/24,$25.87 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43235
2087,10/26/24,"$8,600.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10738,10/26/24,"$1,050.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9983,10/26/24,$300.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
376,10/26/24,"$1,050.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
10763,10/26/24,"$2,600.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
8458,10/26/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10686,10/26/24,"$10,765.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Bexley,OH,43209
10770,10/26/24,"$8,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10731,10/26/24,"$8,600.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
9890,10/26/24,$450.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10509,10/26/24,"$10,825.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Ashville,,43103
1334,10/26/24,$204.81 ,Recurring Donation Payment,Unrestricted,,,Columbus,OH,43085-7216
10782,10/25/24,"$1,250.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
723,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
9353,10/25/24,"$1,075.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43219
10503,10/25/24,$850.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10769,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10738,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8899,10/25/24,$30.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221-3743
10768,10/25/24,$200.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9783,10/25/24,$200.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10767,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9533,10/25/24,"$1,100.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10766,10/25/24,$25.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43206
569,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
923,10/25/24,"$3,600.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
1324,10/25/24,$300.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10765,10/25/24,$25.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10475,10/25/24,"$1,025.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43209
8373,10/25/24,"$1,090.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Louisville,KY,40207
9956,10/25/24,"$3,430.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
8058,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9827,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10764,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dayton,OH,45402
10780,10/25/24,$300.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
163,10/25/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Powell,OH,43065
10496,10/25/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
1973,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43204
9651,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
10699,10/25/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10699,10/25/24,$275.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9969,10/25/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,43016
311,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Hilliard,OH,43026-8568
536,10/25/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
10123,10/25/24,"$1,025.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Johnstown,OH,43031
10651,10/25/24,"$2,550.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
10646,10/25/24,$75.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Akron,OH,44333
618,10/25/24,"$4,100.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grove City,OH,43123-0446
713,10/25/24,$325.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9987,10/25/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
61,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,West Jefferson,OH,43162-9658
9944,10/25/24,"$1,000.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Jackson Center,,45334
2139,10/25/24,"$3,600.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Galena,OH,43021
175,10/25/24,$640.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43215-5081
8840,10/25/24,$75.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,43017
5,10/25/24,$600.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
9904,10/25/24,$75.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
8096,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221-3126
10339,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10504,10/25/24,$25.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grove City,OH,43123
1631,10/25/24,$540.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10778,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10762,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10761,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
394,10/25/24,$625.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,"Columbus, Ohio",OH,43214
10760,10/25/24,$75.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10759,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
8514,10/25/24,"$1,100.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grove City,OH,43123
623,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235-1230
10758,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9403,10/25/24,$175.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,43017
640,10/25/24,$600.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,DUBLIN,OH,43017
1785,10/25/24,"$1,325.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
480,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
838,10/25/24,$550.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235-1138
1833,10/25/24,$550.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
10537,10/25/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
1314,10/25/24,$570.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,43017-7618
752,10/25/24,$25.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
349,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43201
9494,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,46016
9450,10/25/24,$625.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10756,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10753,10/25/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8104,10/25/24,"$1,050.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Upper Arlington,OH,43221
10750,10/25/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Akron,OH,44313
10685,10/25/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10776,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10575,10/25/24,$25.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
422,10/25/24,"$5,330.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Galena,OH,43021
10691,10/25/24,$125.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9865,10/25/24,"$1,050.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Delaware,OH,43015
9109,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Powell,OH,43065
10489,10/25/24,$525.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43205
8052,10/25/24,$25.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
9359,10/25/24,$200.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grandview,OH,43212
1325,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
10773,10/25/24,"$1,025.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10773,10/25/24,$125.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
522,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Dublin,OH,43016
2080,10/25/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43206
10729,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
30,10/25/24,"$1,760.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10748,10/25/24,"$2,435.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8863,10/25/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212-3570
10446,10/25/24,"$1,075.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
2052,10/25/24,$300.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Westerville,OH,43081
2015,10/25/24,"$1,100.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Delaware,OH,43015
186,10/25/24,$25.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43231
9889,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Hilliard,OH,43026
10513,10/25/24,$325.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10487,10/25/24,$125.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
9837,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Upper Arlington,OH,43220
2047,10/25/24,"$6,095.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Upper Arlington,OH,43220
8401,10/25/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
214,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214-2133
9986,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9909,10/25/24,$525.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
1545,10/25/24,"$2,785.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
8902,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Hilliard,OH,43026
8902,10/25/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Hilliard,OH,43026
10747,10/25/24,"$1,320.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
9343,10/25/24,$75.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Worthington,OH,43085
10746,10/25/24,$125.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,New Albany,OH,43054
9322,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Westerville,OH,43082
2044,10/25/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220-6120
252,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43215
10745,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8903,10/25/24,"$1,050.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43235
9738,10/25/24,$75.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
1020,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43201
10695,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10744,10/25/24,$600.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9997,10/25/24,$325.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
9912,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9807,10/25/24,"$5,100.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Grandview,OH,43212
435,10/25/24,$600.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
9869,10/25/24,$275.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
9869,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
10461,10/25/24,$25.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
10461,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43212
10727,10/25/24,$600.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43215
4,10/25/24,"$1,050.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220-0760
2296,10/25/24,$25.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43206
9825,10/25/24,$50.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10287,10/25/24,$125.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Westerville,OH,43082
9795,10/25/24,"$3,759.50 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10742,10/25/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8901,10/25/24,$100.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
10716,10/25/24,$566.50 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
8677,10/25/24,$27.35 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Mount Vernon,OH,43050
10726,10/25/24,$260.28 ,Donation,Unrestricted,Sam's Fans 2024,,Columbus,OH,43221-3960
421,10/25/24,$260.28 ,Donation,Unrestricted,Sam's Fans 2024,,Dublin,OH,43017
2558,10/24/24,$154.50 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10741,10/24/24,$103.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9838,10/24/24,$775.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Slippery Rock,PA,16057
10740,10/24/24,$260.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10739,10/24/24,$103.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
78,10/24/24,$250.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Powell,OH,43065-7600
9764,10/24/24,"$2,545.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Findlay,OH,45840
10738,10/24/24,"$1,833.40 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
8039,10/24/24,"$5,356.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Worthington,OH,43085
10737,10/24/24,$360.50 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
9838,10/24/24,"$2,500.00 ",Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Slippery Rock,PA,16057
10736,10/24/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43206
10475,10/24/24,$300.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43209
10735,10/24/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,New Albany,OH,43054
713,10/24/24,$103.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43220
538,10/24/24,$257.50 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
10479,10/24/24,$257.50 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
1900,10/24/24,$103.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Hilliard,OH,43026-7914
9988,10/24/24,$500.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,,,
10518,10/24/24,$25.75 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Louisville,KY,40217
723,10/24/24,$150.00 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43214
8225,10/24/24,$26.31 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,,Dublin,OH,43016
2041,10/24/24,$104.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Columbus,OH,43221
268,10/24/24,$52.30 ,Recurring Donation Payment,Unrestricted,Sam's Fans 2024,BTJ Website,Tavares,FL,32778
10731,10/23/24,$257.50 ,Donation,Unrestricted,Sam's Fans 2024,2024 TOH,Columbus,OH,43221
